8.999999999999999320e-03 9.264427086394381172e-01 7.351970822029692265e-02
9.324490762105506689e-03 1.047072391962736049e+00 4.710997510300055091e-02
9.660680885843439883e-03 9.712462384455866626e-01 2.871617841414903297e-02
1.000899218618849298e-02 9.979765542248540955e-01 1.985862634881280491e-03
1.036986168645564164e-02 9.655276181153907844e-01 3.443479874434449139e-02
1.074374216662972101e-02 9.556105333158430026e-01 4.435188354389220378e-02
1.113110273146469646e-02 1.055267132239783745e+00 5.530471538004917698e-02
1.153242939906555173e-02 9.923594217670744788e-01 7.602995092660915812e-03
1.194822571069119148e-02 1.011328849394909968e+00 1.136643253517472148e-02
1.237901336254350684e-02 1.020196675684663212e+00 2.023425882498438785e-02
1.282533286033528744e-02 9.272930722862282593e-01 7.266933917223153405e-02
1.328774419745828474e-02 1.034228826017784542e+00 3.435616565796486416e-02
1.376682755760231733e-02 1.047473560688789496e+00 5.255891353566345681e-02
1.426318404270692994e-02 8.871265851895976384e-01 4.286633498671039988e-02
1.477743642715905262e-02 6.417722931080159787e-01 4.214463819325024729e-02
1.531022993918289277e-02 3.770175870150802577e-01 2.560502861674801046e-03
1.586223307040245459e-02 1.970536926233471264e-01 1.831882327540811442e-02
1.643413841459246544e-02 1.484952554302116923e-01 5.645523547251913438e-03
1.702666353667008081e-02 9.847645184563687260e-02 3.969087773017425727e-03
1.764055187301765554e-02 7.974490667921921294e-02 3.431878277211253270e-03
1.827657366426622965e-02 5.727612617424329700e-02 9.425803528930144434e-04
1.893552692171014684e-02 4.464717630810288718e-02 5.148864346349723165e-04
1.961823842856515870e-02 3.671924677479926347e-02 1.251679365007023637e-03
2.032556477732657199e-02 2.688629039663499934e-02 1.229958933983424851e-03
2.105839344452874878e-02 2.239216978732517030e-02 5.882745021653574185e-05
2.181764390425461331e-02 1.670195253560045195e-02 1.327296751950614567e-03
2.260426878179218335e-02 1.474604381032245705e-02 2.032982098559286998e-04
2.341925504888568363e-02 1.187622022427711407e-02 1.053035916013994247e-04
2.426362526208081932e-02 9.597171165776276214e-03 4.474477430320581908e-05
2.513843884571805368e-02 8.321367784419386737e-03 5.542871787745773772e-04
2.604479342118358465e-02 6.334289333394619963e-03 1.035109005891434583e-05
2.698382618408585315e-02 4.866010538553372511e-03 2.872643800223491665e-04
2.795671533108547852e-02 3.937554979804629152e-03 2.634653251497231174e-04
2.896468153816889046e-02 3.440823234464726252e-03 1.599702627604906134e-05
3.000898949222042394e-02 2.704344431101446660e-03 8.689302293828700830e-05
3.109094947781451679e-02 2.176180869670522877e-03 9.744222877497061316e-05
3.221191902121893491e-02 1.799863901501773259e-03 5.077856299984633546e-05
3.337330459367186114e-02 1.487652904852134741e-03 1.744028201332559395e-05
3.457656337606962449e-02 1.131793549515607792e-03 9.124282517726704333e-05
3.582320508727965258e-02 9.708584238582780189e-04 2.226705592217900919e-05
3.711479387837222921e-02 7.868389475892485947e-04 1.924767645222768170e-05
3.845295029514799595e-02 6.822300563809900785e-04 2.791710377846515816e-05
3.983935331142331171e-02 5.488528269556333748e-04 1.730734011099682935e-05
4.127574243562491529e-02 4.082888184302475962e-04 2.433160310991768085e-05
4.276391989333676313e-02 3.690097052276467373e-04 1.574202890052593676e-05
4.430575288853762922e-02 3.032896427340103719e-04 1.334015102816691250e-05
4.590317594636651732e-02 2.546980050891878939e-04 1.496764454105835227e-05
4.755819334035537443e-02 2.090527370130049504e-04 8.880945761245734682e-06
4.927288160717460674e-02 1.689460144733158072e-04 3.007350374580881510e-07
5.104939215204645775e-02 1.561395854412147297e-04 1.086970921875955527e-05
5.288995394809541117e-02 1.333475328806039777e-04 6.507182145262623476e-06
5.479687633302235406e-02 1.104128193293983125e-04 2.382166443707383648e-06
5.677255190661166517e-02 1.026591192294277707e-04 4.895124252058889364e-07
5.881945953270622390e-02 1.012549759284789568e-04 7.087794623654694432e-06
6.094016744941756214e-02 8.843438783490500683e-05 3.029283676633617727e-07
6.313733649147296179e-02 8.416604165447567920e-05 6.409163430938843577e-07
6.541372342874296475e-02 8.253921906998265773e-05 2.627567250703587117e-06
6.777218442513760488e-02 7.626945504049822651e-05 6.707354077996147701e-07
7.021567862221184120e-02 7.079843869656310775e-05 3.534516943178626910e-06
7.274727185197595036e-02 6.976217263566138204e-05 2.112472030478903185e-06
7.537014048356976970e-02 6.519053557519501020e-05 4.212984975122416130e-06
7.808757540862676372e-02 6.570542193793720779e-05 1.098412317411449471e-06
8.090298617032862238e-02 6.975946692155702233e-05 5.760146074309812649e-06
8.381990524133099696e-02 5.774885628849786155e-05 3.198680541878932211e-06
8.684199245592778837e-02 5.595330119363486356e-05 1.681544669554102541e-06
8.997303960201499806e-02 5.747931924235503439e-05 3.407433479050892472e-06
9.321697517861572690e-02 5.233982296670063386e-05 2.050443163778525632e-06
9.657786932493565846e-02 4.405935923072253356e-05 2.274820623853175386e-06
1.000599389271328576e-01 3.980636653577911615e-05 2.459089618897268059e-06
1.036675529092101894e-01 3.763717207008996670e-05 5.138032393704819990e-07
1.074052377146682835e-01 3.366760992978359450e-05 3.958273853718519191e-07
1.112776829857967525e-01 3.217171939763352619e-05 2.094846739911966570e-06
1.152897474477296291e-01 2.698850454114790157e-05 7.253716042002622905e-07
1.194464650046480197e-01 2.428048220302692951e-05 1.591942378826843225e-06
1.237530510557777186e-01 1.941702648061235410e-05 6.237687170885042933e-09
1.282149090391078716e-01 1.649193086650516999e-05 1.570177728713195229e-08
1.328376372110399439e-01 1.348762583319597065e-05 4.300359903336357598e-07
1.376270356704739073e-01 1.040953117994810658e-05 1.343272786070765452e-06
1.425891136361443767e-01 1.010186555947261887e-05 1.183059029813248885e-07
1.477300969863378777e-01 7.413092067287745069e-06 1.183119914391098380e-06
1.530564360704508575e-01 7.629185040968785138e-06 6.658390878985552966e-08
1.585748138021901843e-01 6.451300194251143608e-06 3.909840456307326353e-07
1.642921540445692885e-01 6.726650743021567206e-06 3.410665558193622005e-07
1.702156302972223922e-01 5.772738530351629234e-06 3.645961150444909993e-07
1.763526746969352188e-01 5.864600146429099306e-06 1.764287271193883808e-07
1.827109873426855935e-01 5.981500212327343249e-06 6.149550221771963183e-08
1.892985459568942985e-01 5.698475953907162189e-06 3.977003227208073276e-07
1.961236158950072361e-01 6.018641120786729647e-06 1.444346501812917424e-07
2.031947605159693526e-01 7.030175373208085894e-06 8.126432187144764497e-07
2.105208519265997502e-01 6.359294826175241706e-06 1.142174534524747948e-07
2.181110821133512290e-01 6.732946366924856007e-06 4.910840930432243545e-07
2.259749744754199763e-01 6.252712474461387752e-06 4.037086842154732941e-08
2.341223957736757733e-01 6.271984980270127684e-06 1.058509881224006107e-07
2.425635685104055306e-01 6.531930630582981042e-06 4.173016269235270435e-07
2.513090837554025625e-01 5.687011763823834763e-06 3.809530821228287139e-07
2.603699144344944205e-01 6.101358669180221120e-06 6.844363505625538888e-08
2.697574290971828104e-01 5.818977483141844408e-06 1.930273018012054525e-07
2.794834061806681369e-01 6.015995290469255556e-06 1.212258080444635136e-08
2.895600487881579976e-01 5.868629475292332567e-06 1.359504182054673535e-07
2.999999999999999889e-01 5.956038314785919613e-06 5.330452775323814149e-08
