-1.700000000000000000e+01 2.070000010192154072e+00
-1.678957915831663428e+01 2.070000015308233632e+00
-1.657915831663326500e+01 2.070000022882600987e+00
-1.636873747494989928e+01 2.070000034041458825e+00
-1.615831663326653356e+01 2.070000050400484515e+00
-1.594789579158316606e+01 2.070000074265371914e+00
-1.573747494989980034e+01 2.070000108909180625e+00
-1.552705410821643284e+01 2.070000158953659408e+00
-1.531663326653306711e+01 2.070000230890439941e+00
-1.510621242484969962e+01 2.070000333789193459e+00
-1.489579158316633212e+01 2.070000480254079900e+00
-1.468537074148296639e+01 2.070000687707793663e+00
-1.447494989979959890e+01 2.070000980104986787e+00
-1.426452905811623317e+01 2.070001390204707636e+00
-1.405410821643286567e+01 2.070001962565714226e+00
-1.384368737474949995e+01 2.070002757470100985e+00
-1.363326653306613245e+01 2.070003856030752765e+00
-1.342284569138276495e+01 2.070005366797703417e+00
-1.321242484969939923e+01 2.070007434248595235e+00
-1.300200400801603173e+01 2.070010249629885557e+00
-1.279158316633266601e+01 2.070014064708827206e+00
-1.258116232464929851e+01 2.070019209101707780e+00
-1.237074148296593279e+01 2.070026111960978632e+00
-1.216032064128256529e+01 2.070035328931568053e+00
-1.194989979959919779e+01 2.070047575422786945e+00
-1.173947895791583207e+01 2.070063767383473863e+00
-1.152905811623246635e+01 2.070085070909824854e+00
-1.131863727454909885e+01 2.070112962151352320e+00
-1.110821643286573135e+01 2.070149299102687301e+00
-1.089779559118236563e+01 2.070196406967495850e+00
-1.068737474949899813e+01 2.070257178843767587e+00
-1.047695390781563063e+01 2.070335193493357373e+00
-1.026653306613226491e+01 2.070434851907436258e+00
-1.005611222444889918e+01 2.070561534246544433e+00
-9.845691382765531685e+00 2.070721778501539045e+00
-9.635270541082164186e+00 2.070923481872127159e+00
-9.424849699398798464e+00 2.071176125375862931e+00
-9.214428857715430965e+00 2.071491021567658297e+00
-9.004008016032063466e+00 2.071881584456465308e+00
-8.793587174348697744e+00 2.072363619745297481e+00
-8.583166332665332021e+00 2.072955632393236769e+00
-8.372745490981964522e+00 2.073679147211696883e+00
-8.162324649298597024e+00 2.074559036780080579e+00
-7.951903807615231301e+00 2.075623849427219003e+00
-7.741482965931863802e+00 2.076906128415993980e+00
-7.531062124248498080e+00 2.078442711843313084e+00
-7.320641282565130581e+00 2.080275001192806617e+00
-7.110220440881764858e+00 2.082449185031510552e+00
-6.899799599198397360e+00 2.085016403112681882e+00
-6.689378757515029861e+00 2.088032835230259732e+00
-6.478957915831664138e+00 2.091559698665395928e+00
-6.268537074148296639e+00 2.095663138069963516e+00
-6.058116232464930917e+00 2.100413992237619709e+00
-5.847695390781563418e+00 2.105887423499019029e+00
-5.637274549098197696e+00 2.112162397504428135e+00
-5.426853707414830197e+00 2.119321003959577787e+00
-5.216432865731462698e+00 2.127447612463090110e+00
-5.006012024048096976e+00 2.136627861924216720e+00
-4.795591182364729477e+00 2.146947487045732128e+00
-4.585170340681363754e+00 2.158490990924523789e+00
-4.374749498997996255e+00 2.171340178795476028e+00
-4.164328657314630533e+00 2.185572574126900758e+00
-3.953907815631263034e+00 2.201259744437781052e+00
-3.743486973947897312e+00 2.218465570091296968e+00
-3.533066132264529813e+00 2.237244494651552618e+00
-3.322645290581162314e+00 2.257639799892664279e+00
-3.112224448897796591e+00 2.279681951952064356e+00
-2.901803607214429093e+00 2.303387067177710801e+00
-2.691382765531063370e+00 2.328755546725330916e+00
-2.480961923847695871e+00 2.355770927763162881e+00
-2.270541082164330149e+00 2.384398996149316829e+00
-2.060120240480962650e+00 2.414587200647338783e+00
-1.849699398797596928e+00 2.446264402206314692e+00
-1.639278557114229429e+00 2.479340983704104939e+00
-1.428857715430861930e+00 2.513709336068310929e+00
-1.218436873747496207e+00 2.549244726156330021e+00
-1.008016032064128709e+00 2.585806540563143407e+00
-7.975951903807612098e-01 2.623239888051160484e+00
-5.871743486973954873e-01 2.661377532007187074e+00
-3.767535070140297648e-01 2.700042113682171063e+00
-1.663326653306640424e-01 2.739048617400180241e+00
4.408817635270523283e-02 2.778207020838078023e+00
2.545090180360709553e-01 2.817325067223148238e+00
4.649298597194366778e-01 2.856211092143767782e+00
6.753507014028059530e-01 2.894676835799484316e+00
8.857715430861716754e-01 2.932540172013638369e+00
1.096192384769537398e+00 2.969627688172003399e+00
1.306613226452903120e+00 3.005777055310348445e+00
1.517034068136272396e+00 3.040839134631816876e+00
1.727454909819638118e+00 3.074679775486743427e+00
1.937875751503003841e+00 3.107181269919937261e+00
2.148296593186373116e+00 3.138243439861713835e+00
2.358717434869738838e+00 3.167784344459864787e+00
2.569138276553104561e+00 3.195740606466305422e+00
2.779559118236470283e+00 3.222067367567211793e+00
2.989979959919839558e+00 3.246737892679308235e+00
3.200400801603205281e+00 3.269742852182440984e+00
3.410821643286571003e+00 3.291089318542857800e+00
3.621242484969940278e+00 3.310799519603871310e+00
3.831663326653306001e+00 3.328909394864778992e+00
4.042084168336671723e+00 3.345467003301832332e+00
4.252505010020037446e+00 3.360530831752941427e+00
4.462925851703406721e+00 3.374168051707639115e+00
4.673346693386772444e+00 3.386452769693316434e+00
4.883767535070138166e+00 3.397464312552351817e+00
5.094188376753507441e+00 3.407285584019757785e+00
5.304609218436873164e+00 3.416001523412319330e+00
5.515030060120238886e+00 3.423697691206129434e+00
5.725450901803604609e+00 3.430459000078212028e+00
5.935871743486973884e+00 3.436368603866668980e+00
6.146292585170339606e+00 3.441506951079055909e+00
6.356713426853705329e+00 3.445951004230271675e+00
6.567134268537074604e+00 3.449773621557846948e+00
6.777555110220440326e+00 3.453043093640753458e+00
6.987975951903806049e+00 3.455822824192635423e+00
7.198396793587171771e+00 3.458171141828326967e+00
7.408817635270541047e+00 3.460141227895712213e+00
7.619238476953906769e+00 3.461781144477210859e+00
7.829659318637272492e+00 3.463133946327259682e+00
8.040080160320638214e+00 3.464237860739218799e+00
8.250501002004007489e+00 3.465126520032088209e+00
8.460921843687373212e+00 3.465829232415267303e+00
8.671342685370738934e+00 3.466371278330300232e+00
8.881763527054108209e+00 3.466774220889227820e+00
9.092184368737473932e+00 3.467056220645461373e+00
9.302605210420839654e+00 3.467232346571420987e+00
9.513026052104205377e+00 3.467314876716023786e+00
9.723446893787574652e+00 3.467313583525804876e+00
9.933867735470940374e+00 3.467236000199664936e+00
1.014428857715430610e+01 3.467087665684512210e+00
1.035470941883767537e+01 3.466872346993554732e+00
1.056513026052104109e+01 3.466592238435809215e+00
1.077555110220440682e+01 3.466248138087375974e+00
1.098597194388777254e+01 3.465839602420661247e+00
1.119639278557114181e+01 3.465365080449902546e+00
1.140681362725450754e+01 3.464822029065644848e+00
1.161723446893787326e+01 3.464207011434368155e+00
1.182765531062124253e+01 3.463515780449804460e+00
1.203807615230460826e+01 3.462743349256646841e+00
1.224849699398797398e+01 3.461884050841403937e+00
1.245891783567133970e+01 3.460931588613462395e+00
1.266933867735470898e+01 3.459879079794637491e+00
1.287975951903807470e+01 3.458719093308331161e+00
1.309018036072144042e+01 3.457443683718588012e+00
1.330060120240480614e+01 3.456044422621841861e+00
1.351102204408817542e+01 3.454512428745140973e+00
1.372144288577154114e+01 3.452838397857990849e+00
1.393186372745490686e+01 3.451012633463113488e+00
